Marca,Carroceria,Quilometragem,Capacidade_do_motor,Tipo_de_motor,Registro,Ano,Modelo,log_preco
BMW,sedan,215651.56,4.4,Petrol,yes,2005,545,9.840387995592812
Audi,crossover,276806.48000000004,3.6,Petrol,yes,2007,Q7,9.88837391472608
Renault,vagon,289681.2,1.5,Diesel,yes,2011,Megane,9.301094735244646
Volkswagen,other,205995.52,1.9,Diesel,yes,2010,Caddy,9.169518377455928
Renault,hatch,154496.64,1.4,Petrol,yes,2010,Sandero,8.809862805379057
Audi,sedan,386241.6,1.6,Other,yes,1987,80,7.787796878181171
BMW,crossover,119091.16,2.0,Petrol,yes,2010,X1,10.06475570013225
Volkswagen,sedan,94951.06,2.0,Petrol,no,2010,Passat B6,9.104979856318357
Volkswagen,sedan,0.0,2.0,Diesel,yes,2014,Passat CC,10.565247259854441
Volkswagen,van,611549.2000000001,2.4,Diesel,yes,1999,T4 (Transporter) ,8.612503371220562
Mercedes-Benz,sedan,241401.0,2.2,Diesel,yes,2004,E-Class,9.375854810453756
Toyota,crossover,69201.62000000001,3.0,Other,yes,2014,Land Cruiser Prado,10.868568448579715
Audi,sedan,128747.2,2.0,Petrol,yes,2013,A6,10.357742824813725
Volkswagen,other,259103.74000000002,2.0,Diesel,yes,2011,Amarok,10.034515814942532
BMW,other,209214.2,2.5,Petrol,yes,2006,325,9.95227771670556
Mercedes-Benz,sedan,276806.48000000004,2.8,Petrol,yes,1997,E-Class,9.126958763037132
Mercedes-Benz,sedan,514988.8,2.7,Diesel,yes,2001,E-Class,9.20029003612268
Volkswagen,sedan,426475.1,1.8,Petrol,yes,1988,Jetta,7.313220387090301
BMW,sedan,621205.24,5.0,Gas,yes,1988,750,7.955074273262696
Volkswagen,other,77248.32,2.0,Diesel,yes,2012,Eos,9.903437551286085
Volkswagen,other,255885.06,1.4,Petrol,yes,2010,Golf VI,9.328123407632566
Mitsubishi,crossover,0.0,2.4,Diesel,yes,2016,Pajero Sport,10.736396675471232
Volkswagen,van,1609.34,2.2,Diesel,yes,2013,T5 (Transporter) ,9.814656338829513
BMW,sedan,3218.68,2.0,Petrol,yes,2016,520,10.666627104916108
BMW,crossover,411991.04,3.0,Diesel,yes,2006,X5,9.820105943597078
BMW,sedan,194730.14,2.0,Petrol,yes,2007,318,9.464982590349763
Toyota,crossover,202776.84,4.7,Petrol,yes,2008,Land Cruiser 200,10.534759329377986
BMW,sedan,8046.7,2.0,Petrol,yes,2016,520,10.736396675471232
Volkswagen,other,1046070.9999999999,1.9,Diesel,yes,1999,Caddy,8.070906088787819
BMW,vagon,606721.18,2.0,Gas,yes,1998,520,8.779557455883728
Volkswagen,van,85295.01999999999,2.0,Diesel,yes,2013,Multivan,10.92512880001811
Mitsubishi,sedan,305774.60000000003,1.6,Gas,yes,2007,Lancer,8.83927669058535
Mercedes-Benz,crossover,25749.44,5.5,Petrol,yes,2015,ML 63 AMG,11.55214617812351
Mitsubishi,van,321868.0,1.6,Petrol,yes,2003,Space Star,8.556413904569519
Mitsubishi,sedan,236572.98,2.0,Petrol,yes,2007,Lancer,9.035986984831405
Volkswagen,hatch,321868.0,1.8,Gas,no,1992,Golf III,7.27931883541462
Volkswagen,other,165762.02000000002,2.0,Diesel,yes,2013,T5 (Transporter) ,9.525151111816216
Toyota,sedan,72420.3,1.8,Petrol,yes,2014,Avensis,9.849559210510572
Mercedes-Benz,other,397506.98,2.2,Diesel,yes,2012,Sprinter 313,9.472704636443673
Mitsubishi,crossover,107825.78,2.0,Gas,yes,2013,Outlander,9.893437216682626
Mercedes-Benz,sedan,342789.42,2.2,Diesel,yes,2012,E-Class,10.021270588192511
BMW,sedan,305774.60000000003,6.0,Petrol,yes,2004,760,9.878169744551839
Mercedes-Benz,sedan,482802.0,3.2,Diesel,no,2004,E-Class,8.716044050161402
Volkswagen,sedan,175418.06,1.8,Petrol,yes,2012,Passat B7,9.852194258148577
Mercedes-Benz,van,563269.0,2.2,Diesel,yes,2000,Vito,8.242493153187626
BMW,sedan,402335.0,2.5,Diesel,yes,2001,525,9.093806555720231
Volkswagen,van,563269.0,1.9,Diesel,yes,2004,T5 (Transporter),8.987196820661973
BMW,sedan,482802.0,3.0,Diesel,yes,2000,330,8.411832675758411
Volkswagen,van,16093.4,2.4,Diesel,yes,1988,LT,7.8632667240095735
BMW,sedan,386241.6,2.5,Diesel,no,2002,525,8.366370301681654
Mercedes-Benz,crossover,111044.46,3.0,Diesel,yes,2014,GL 350,11.321220016865933
Renault,other,344398.76,2.5,Diesel,yes,2008,Master,9.210340371976184
Audi,crossover,70810.95999999999,3.0,Diesel,yes,2014,Q7,10.933106969717286
BMW,sedan,416819.06,3.0,Diesel,yes,2007,730,9.98506753952855
BMW,crossover,27358.78,4.4,Petrol,yes,2015,X6 M,11.407553838139561
Mitsubishi,sedan,148059.28,2.0,Petrol,yes,2010,Lancer X,9.126958763037132
Audi,sedan,268759.77999999997,3.0,Petrol,yes,2009,A6,9.98506753952855
Mercedes-Benz,crossover,239791.66,5.46,Petrol,yes,2009,ML 550,10.21464198117305
Volkswagen,van,212432.88,2.5,Diesel,yes,2009,T5 (Transporter),9.629050706834368
Volkswagen,van,138403.24000000002,1.2,Petrol,yes,2013,Caddy,9.190137664658664
Mercedes-Benz,vagon,286462.51999999996,3.0,Diesel,yes,2006,E-Class,9.581903928408666
Renault,vagon,193120.8,1.5,Diesel,yes,2008,Megane,8.961879012677683
Mercedes-Benz,sedan,337961.4,2.2,Diesel,yes,2006,E-Class,9.632334782035558
Audi,sedan,315430.63999999996,2.4,Petrol,yes,2005,A6,9.51044496442652
Audi,other,241401.0,4.2,Petrol,yes,2007,Q7,10.057623946547059
Mercedes-Benz,other,144840.6,1.8,Petrol,yes,2008,CLC 180,9.84161214881804
Mitsubishi,sedan,310602.62,1.6,Petrol,yes,2005,Lancer,8.809862805379057
Toyota,crossover,341180.07999999996,2.0,Gas,yes,2003,Rav 4,9.011889433252344
Volkswagen,sedan,337961.4,1.8,Petrol,no,1998,Passat B4,7.408530566894626
Audi,crossover,70810.95999999999,3.0,Diesel,yes,2013,Q7,10.809727948556782
Volkswagen,sedan,77248.32,2.0,Petrol,yes,2013,Jetta,10.03889218954233
Volkswagen,hatch,177027.4,1.9,Diesel,yes,2008,Caddy,9.239899174217728
Toyota,sedan,281634.5,2.4,Petrol,yes,2007,Camry,9.433483923290392
Mitsubishi,sedan,273587.8,1.6,Petrol,yes,2004,Lancer,8.824677891164198
BMW,sedan,1609.34,1.5,Petrol,yes,2015,318,10.419300717813158
Toyota,vagon,0.0,1.6,Petrol,yes,2016,Auris,9.938432309883506
Volkswagen,sedan,354054.8,2.0,Gas,no,1995,Passat B4,7.312553498102598
Volkswagen,hatch,90123.04000000001,2.0,Petrol,yes,2012,Golf GTI,9.846917201047734
BMW,crossover,1609.34,2.0,Diesel,yes,2016,X5,11.119882876860622
BMW,crossover,11265.380000000001,2.0,Diesel,yes,2015,X1,10.858998997563564
Volkswagen,van,402335.0,2.0,Diesel,yes,2010,T5 (Transporter),9.785660765922685
Toyota,vagon,117481.81999999999,4.0,Gas,yes,2009,FJ Cruiser,10.414303176252119
Mercedes-Benz,sedan,627642.6,2.3,Gas,yes,1985,E-Class,8.070906088787819
Audi,crossover,0.0,3.0,Diesel,yes,2015,Q7,11.395132429263844
Renault,other,334742.72000000003,1.9,Other,yes,2004,Trafic,8.915969311373605
Mercedes-Benz,crossover,152887.30000000002,4.7,Petrol,yes,2010,GL 450,10.373178632943564
BMW,sedan,423256.42,3.0,Petrol,yes,2004,530,9.560997243589352
Renault,vagon,325086.68,1.5,Diesel,yes,2005,Scenic,8.748304912379623
Renault,van,302555.92000000004,1.5,Diesel,yes,2004,Kangoo,8.37793112408273
Renault,vagon,249447.7,1.5,Diesel,yes,2012,Megane,9.314700387300425
Volkswagen,vagon,212432.88,2.8,Gas,yes,1995,Passat B4,8.748304912379623
Renault,van,411991.04,1.5,Diesel,yes,2005,Kangoo,8.101677747454572
Mercedes-Benz,sedan,482802.0,2.0,Gas,yes,2000,C-Class,8.915969311373605
Mitsubishi,sedan,233354.3,1.6,Petrol,no,1997,Carisma,7.52294091807237
Mercedes-Benz,other,579362.4,2.2,Diesel,yes,2005,Sprinter 313,9.546812608597396
Renault,other,363710.84,2.3,Diesel,yes,2012,Master,9.461099090323366
Toyota,hatch,48280.2,1.6,Petrol,yes,2014,Auris,9.814656338829513
Volkswagen,sedan,156105.97999999998,1.4,Gas,yes,2012,Passat B7,9.595602772766828
Volkswagen,sedan,402335.0,2.8,Gas,no,2002,Passat B5,8.006367567650246
Mercedes-Benz,sedan,397506.98,4.0,Diesel,yes,2003,S 400,9.47262771040802
Mercedes-Benz,van,284853.18,2.2,Diesel,yes,2011,Vito,9.380083146563278
Volkswagen,sedan,205995.52,1.8,Petrol,yes,2013,Passat B7,9.878169744551839
Mercedes-Benz,sedan,111044.46,2.0,Petrol,yes,2010,E-Class,9.913437883389296
Volkswagen,sedan,299337.24,3.2,Petrol,yes,2006,Passat B6,9.392661928770137
Mercedes-Benz,van,260713.08,1.8,Diesel,yes,2012,B 180,9.786953736280177
Toyota,crossover,247838.36,2.7,Petrol,yes,2005,Land Cruiser Prado,9.72913416539135
Mercedes-Benz,van,402335.0,2.2,Diesel,yes,2006,Sprinter 313,9.268609280100158
Mercedes-Benz,crossover,0.0,3.0,Diesel,yes,2016,GLS 350,11.652678711655406
Renault,hatch,199558.15999999997,1.5,Diesel,yes,2003,Kangoo,8.45531778769815
Mercedes-Benz,crossover,403944.34,5.0,Gas,yes,2002,ML 500,9.903487552536127
Mercedes-Benz,crossover,1609.34,3.0,Diesel,yes,2016,GLE-Class,11.561706105284784
Mercedes-Benz,sedan,318649.32,4.0,Diesel,yes,2002,S 400,9.104979856318357
BMW,crossover,133575.22,3.5,Petrol,yes,2010,X6,10.499573020252942
Toyota,crossover,141621.91999999998,2.0,Petrol,yes,2011,Rav 4,9.87302834505142
Mercedes-Benz,sedan,370148.19999999995,2.0,Petrol,yes,2001,C-Class,8.948975607841776
Mitsubishi,other,111044.46,2.5,Diesel,yes,2011,L 200,9.769956159911606
BMW,sedan,160934.0,2.0,Petrol,yes,2012,520,10.341742483467284
Toyota,crossover,1609.34,2.7,Petrol,yes,2015,Land Cruiser Prado,10.425712951252992
BMW,sedan,374976.22000000003,3.0,Diesel,yes,2003,530,9.51044496442652
Renault,van,241401.0,2.0,Diesel,yes,2007,Trafic,8.496990484098719
Mercedes-Benz,sedan,547175.6,2.2,Diesel,yes,2002,Vito,8.948975607841776
Renault,vagon,281634.5,1.5,Diesel,yes,2012,Megane,9.296518068217235
BMW,sedan,487630.02,2.5,Diesel,no,1999,525,7.696212639346407
BMW,sedan,434521.8,3.0,Diesel,no,2004,530,8.881836305004146
Toyota,hatch,140012.58,1.6,Petrol,yes,2008,Auris,9.121509158269568
BMW,sedan,16093.4,2.8,Petrol,yes,1989,328,8.68270762989381
Mitsubishi,hatch,331524.04000000004,1.6,Gas,yes,2001,Carisma,8.476371196895983
Volkswagen,vagon,321868.0,1.8,Gas,yes,1996,Passat B4,7.313220387090301
Volkswagen,hatch,99779.07999999999,1.2,Diesel,yes,2011,Polo,9.159047077588632
Mercedes-Benz,van,635689.3,2.3,Diesel,no,1997,Vito,8.160518247477505
Volkswagen,sedan,482802.0,1.8,Petrol,yes,1996,Vento,8.202482446576537
Mercedes-Benz,crossover,257494.4,3.0,Diesel,yes,2013,GL 350,11.05089000537367
Volkswagen,van,386241.6,1.9,Diesel,yes,2008,Caddy,8.794824928014517
Toyota,sedan,297727.89999999997,1.8,Petrol,yes,2007,Avensis,9.230142999272362
Volkswagen,hatch,109435.12,1.4,Petrol,yes,2013,Scirocco,9.90323752128092
Mitsubishi,sedan,90123.04000000001,1.5,Petrol,yes,2011,Lancer X,9.190137664658664
Mercedes-Benz,sedan,318649.32,6.0,Petrol,yes,2004,S 600,9.323669057283185
Volkswagen,crossover,188292.78,2.5,Diesel,yes,2006,Touareg,9.798127036878302
Mitsubishi,crossover,0.0,2.0,Petrol,yes,2016,Outlander,10.257659366256743
Mitsubishi,sedan,130356.54,2.0,Petrol,yes,2009,Lancer X,9.190137664658664
Audi,sedan,397506.98,2.5,Diesel,no,2003,A6,8.268731832117737
Mitsubishi,crossover,1609.34,2.0,Petrol,yes,2016,Outlander,10.030633287678308
BMW,sedan,479583.32,2.5,Petrol,yes,1998,523,8.779557455883728
Volkswagen,hatch,482802.0,1.9,Diesel,yes,1999,Golf IV,8.51699317141357
Renault,vagon,283243.83999999997,1.5,Diesel,yes,2011,Scenic,9.116029692504942
Mercedes-Benz,sedan,513379.46,2.2,Diesel,yes,2003,220,9.305650551780507
Volkswagen,hatch,255885.06,1.6,Petrol,yes,2007,Golf V,8.881836305004146
Mercedes-Benz,van,307383.94,2.2,Diesel,yes,2007,Vito,9.296518068217235
Volkswagen,sedan,119091.16,4.2,Gas,yes,2011,Phaeton,10.46310334047155
Mitsubishi,sedan,215651.56,2.4,Petrol,yes,2009,Galant,9.350102314351341
Mercedes-Benz,van,247838.36,2.2,Diesel,yes,2007,Vito,9.21024036697585
Renault,other,354054.8,1.5,Diesel,yes,2004,Kangoo,8.389359819906353
Mitsubishi,hatch,590627.78,1.6,Gas,yes,1997,Carisma,8.294049640102028
Audi,other,144840.6,3.0,Petrol,yes,2011,A5,10.308919326755392
Volkswagen,van,104607.1,1.6,Diesel,yes,2012,Caddy,9.602382459752207
Mitsubishi,crossover,48280.2,2.5,Diesel,yes,2014,Pajero Sport,8.612503371220562
BMW,sedan,9656.04,2.0,Petrol,yes,2016,520,10.579819140167512
Mitsubishi,crossover,346008.10000000003,3.8,Petrol,yes,2006,Pajero Wagon,9.740968623038354
Toyota,sedan,28968.12,2.5,Other,yes,2013,Camry,9.947504437952903
BMW,sedan,220479.58,2.2,Petrol,yes,2004,520,9.615805480084347
Volkswagen,other,321868.0,1.6,Petrol,no,1999,Golf IV,7.52294091807237
Renault,hatch,75638.98000000001,1.4,Petrol,yes,2012,Sandero,8.83927669058535
Volkswagen,sedan,394288.3,2.0,Diesel,yes,2007,Passat B6,9.39182824802156
Mercedes-Benz,van,88513.7,3.0,Diesel,yes,2011,Viano,10.621327345686446
BMW,sedan,8046.7,2.0,Petrol,yes,2016,520,10.645424897265505
Renault,van,205995.52,1.5,Diesel,yes,2012,Kangoo,8.948975607841776
Volkswagen,van,426475.1,1.9,Diesel,yes,2002,T4 (Transporter),8.955448122347393
Toyota,other,133575.22,1.6,Other,yes,2008,Corolla,9.22029070282935
Renault,van,205995.52,1.5,Diesel,yes,2009,Kangoo,8.922658299524402
BMW,sedan,354054.8,2.5,Petrol,no,2002,525,7.90100705199242
Mercedes-Benz,other,51498.88,6.3,Petrol,yes,2007,CL 63 AMG,11.22390916950531
Renault,van,321868.0,1.9,Diesel,no,1997,Scenic,6.684611727667927
Mitsubishi,crossover,143231.25999999998,3.8,Gas,yes,2008,Pajero Wagon,9.792555991828847
Audi,vagon,342789.42,3.0,Diesel,yes,2010,A6 Allroad,10.275051108968611
BMW,crossover,302555.92000000004,3.0,Diesel,yes,2004,X5,9.746833742490752
Mercedes-Benz,sedan,543956.9199999999,3.0,Diesel,no,1991,E-Class,7.3777589082278725
Mercedes-Benz,other,482802.0,4.3,Gas,yes,2001,S 430,9.373903755841548
BMW,sedan,481192.66,2.2,Petrol,yes,2001,523,8.809713540508268
BMW,vagon,386241.6,3.0,Diesel,no,2001,530,8.268731832117737
Volkswagen,sedan,341180.07999999996,1.6,Petrol,yes,2003,Bora,8.779557455883728
BMW,hatch,123919.18,3.0,Petrol,yes,2012,535,10.849337086651827
Renault,vagon,299337.24,1.5,Diesel,yes,2004,Megane,8.779557455883728
BMW,other,307383.94,2.2,Petrol,yes,2002,320,9.287301413112312
Audi,vagon,386241.6,2.5,Diesel,no,2000,A4,7.803843303538772
Toyota,crossover,46670.86,2.2,Diesel,yes,2015,Rav 4,10.268130666124037
Volkswagen,crossover,415209.72000000003,2.5,Diesel,no,2004,Touareg,8.83927669058535
Toyota,crossover,1303565.4,4.7,Gas,yes,2010,Land Cruiser 200,10.772686676876432
Volkswagen,van,120700.5,1.2,Petrol,yes,2012,Caddy,9.449357272446683
Toyota,hatch,90123.04000000001,1.0,Gas,yes,2011,Aygo,8.974618038455112
BMW,sedan,289681.2,2.0,Other,no,2011,520,9.798127036878302
BMW,sedan,273587.8,2.2,Petrol,yes,2001,520,9.093694189856862
Mercedes-Benz,other,0.0,1.6,Petrol,yes,2016,C-Class,10.950806546816688
Mercedes-Benz,sedan,860996.9,2.2,Diesel,yes,1995,210,7.649692623711514
Audi,sedan,320258.66000000003,3.0,Petrol,yes,2004,A8,9.296518068217235
Toyota,crossover,80467.0,3.0,Diesel,yes,2012,Land Cruiser Prado,10.657259354912508
BMW,crossover,170590.03999999998,3.0,Diesel,yes,2012,X6,10.85707406915398
Renault,van,555222.3,1.9,Diesel,yes,2001,Kangoo,8.101677747454572
Mercedes-Benz,other,0.0,4.7,Petrol,yes,2016,S 500,12.141827414712125
Mercedes-Benz,sedan,255885.06,3.5,Gas,yes,2006,CLS 350,9.714443449981347
Mercedes-Benz,van,317039.98000000004,2.2,Diesel,yes,2002,Vito,8.85366542803745
Mercedes-Benz,sedan,550394.28,2.6,Petrol,yes,2003,E-Class,9.137769679141348
Audi,sedan,136793.9,1.8,Petrol,yes,2007,A4,9.350102314351341
Mercedes-Benz,crossover,505332.76,99.99,Gas,yes,2000,ML 320,8.987196820661973
Toyota,hatch,1609.34,1.6,Petrol,yes,2016,Auris,9.721515934506462
Volkswagen,crossover,225307.6,3.0,Diesel,yes,2012,Touareg,10.54507824618167
Mercedes-Benz,sedan,1609.34,2.0,Petrol,no,2001,C-Class,7.783224016336037
Mercedes-Benz,crossover,53108.22,5.5,Petrol,yes,2013,G 63 AMG,12.300928176542852
Renault,van,228526.28,1.5,Diesel,yes,2012,Kangoo,8.874867635688053
Toyota,crossover,465099.26,2.0,Diesel,no,2003,Rav 4,8.517193191416238
Mercedes-Benz,sedan,627642.6,3.0,Diesel,no,2007,E-Class,8.948975607841776
Mercedes-Benz,crossover,305774.60000000003,3.2,Diesel,yes,2008,ML 320,10.257659366256743
Toyota,crossover,160934.0,4.5,Diesel,yes,2013,Land Cruiser 200,11.018629143155449
Toyota,vagon,157715.31999999998,2.0,Gas,yes,2008,Rav 4,9.595602772766828
Volkswagen,sedan,172199.38,3.0,Diesel,yes,2009,Phaeton,9.994241915804592
Audi,crossover,107825.78,3.0,Petrol,yes,2013,A6 Allroad,10.891168280496956
Volkswagen,crossover,249447.7,2.5,Diesel,yes,2008,Touareg,9.862665558015873
Audi,sedan,218870.24,2.0,Diesel,yes,2009,A6,9.836278802842678
Audi,vagon,370148.19999999995,2.5,Diesel,yes,2004,A6,9.169518377455928
Volkswagen,van,502114.08,2.5,Diesel,yes,1998,Multivan,9.259130536145614
BMW,sedan,12874.72,4.4,Petrol,yes,2014,750,11.261601036639322
Volkswagen,crossover,288071.86,2.5,Diesel,yes,2007,Touareg,9.809176873064887
Audi,other,199558.15999999997,3.0,Diesel,yes,2012,A8,10.858998997563564
BMW,sedan,196339.48,2.0,Petrol,yes,2007,318,9.525151111816216
BMW,vagon,394288.3,3.0,Gas,yes,2006,530,9.615805480084347
Mitsubishi,sedan,204386.18,1.6,Petrol,yes,2006,Lancer,8.764053269347762
Toyota,crossover,236572.98,4.5,Diesel,yes,2011,Land Cruiser 200,10.896739325546411
Toyota,sedan,160934.0,2.5,Gas,yes,2014,Camry,10.073230327123223
Volkswagen,hatch,167371.36000000002,1.2,Petrol,yes,2012,Golf Plus,9.543234787249512
Toyota,crossover,257494.4,4.0,Petrol,yes,2008,Land Cruiser Prado,10.0519075576544
Audi,sedan,724203.0,2.5,Diesel,no,1999,A6,7.919356190660617
Audi,crossover,0.0,3.0,Diesel,yes,2015,Q7,11.407553838139561
BMW,crossover,201167.5,3.0,Petrol,yes,2007,X5,9.98506753952855
Toyota,crossover,527863.52,4.2,Diesel,yes,1993,Land Cruiser 80,9.711115659888671
BMW,crossover,136793.9,4.8,Petrol,no,2010,X5,9.615805480084347
Mercedes-Benz,crossover,25749.44,3.0,Diesel,yes,2013,ML 350,11.02679245379461
BMW,sedan,321868.0,2.0,Diesel,no,2003,320,7.438383530044307
BMW,sedan,566487.6799999999,2.17,Petrol,yes,2001,520,9.047821442478408
Toyota,sedan,402335.0,2.4,Petrol,yes,2003,Camry,9.21024036697585
Audi,vagon,482802.0,2.5,Diesel,no,1999,A6,8.101677747454572
Volkswagen,other,180246.08000000002,2.0,Petrol,yes,2012,Passat CC,9.898475010712584
Renault,vagon,257494.4,1.5,Diesel,yes,2011,Laguna,9.332558004700433
Toyota,sedan,239791.66,3.5,Gas,yes,2008,Camry,9.60911649193355
Toyota,crossover,141621.91999999998,4.5,Diesel,yes,2009,Land Cruiser 200,10.571316925111784
Mercedes-Benz,sedan,122309.84,6.0,Petrol,yes,2010,S 500,11.154820928221902
BMW,crossover,25749.44,3.0,Diesel,yes,2015,X6,11.19684391799675
Renault,vagon,297727.89999999997,1.5,Diesel,yes,2011,Megane,9.259130536145614
Renault,vagon,143231.25999999998,1.5,Diesel,yes,2013,Megane,9.539644119118783
Renault,van,210823.54,1.5,Diesel,yes,2013,Kangoo,8.824677891164198
Mercedes-Benz,van,434521.8,2.2,Diesel,yes,2004,Vito,9.047821442478408
Volkswagen,van,254275.72,2.0,Diesel,yes,2009,Caddy,8.935903526274423
Toyota,other,72420.3,4.6,Petrol,yes,2013,Tundra,10.340128278112742
Audi,sedan,664657.42,2.6,Gas,yes,1993,100,8.29154650988391
Audi,sedan,70810.95999999999,6.3,Petrol,yes,2012,A8,11.134589024250317
Audi,sedan,67592.28,2.0,Petrol,yes,2013,A5,10.419300717813158
BMW,sedan,310602.62,4.4,Petrol,yes,2000,740,9.350102314351341
Toyota,crossover,246229.02,4.0,Petrol,yes,2007,Land Cruiser Prado,10.126591103050316
Audi,sedan,402335.0,2.5,Diesel,no,1999,A4,7.52294091807237
Mercedes-Benz,crossover,88513.7,2.2,Diesel,no,2013,ML 250,10.292145542327912
Mercedes-Benz,sedan,69201.62000000001,4.7,Petrol,yes,2012,CLS 500,10.950806546816688
Audi,hatch,313821.3,3.0,Diesel,yes,2010,A5,10.338511462885837
Toyota,crossover,241401.0,2.0,Petrol,yes,2000,Rav 4,8.85366542803745
Volkswagen,van,273587.8,1.6,Diesel,yes,2013,Caddy,9.099408811268901
Mitsubishi,crossover,1609.34,2.5,Diesel,yes,2007,L 200,7.824046010856292
Renault,other,226916.94,1.5,Other,yes,2012,Megane,9.030016817844901
BMW,sedan,331524.04000000004,3.0,Petrol,yes,2003,530,9.341368634382587
Volkswagen,sedan,450615.2,2.5,Diesel,no,2000,Passat B5,7.8632667240095735
Mercedes-Benz,sedan,352445.46,2.0,Petrol,yes,2000,C-Class,8.915969311373605
Audi,sedan,410381.7,2.5,Diesel,yes,2002,A6,9.158941808890182
Toyota,sedan,170590.03999999998,2.4,Petrol,yes,2008,Camry,9.60911649193355
Volkswagen,van,426475.1,2.5,Diesel,no,2007,Caravelle,9.011889433252344
Mercedes-Benz,sedan,334742.72000000003,3.2,Diesel,yes,2004,S 320,9.433483923290392
Toyota,sedan,204386.18,2.4,Gas,yes,2008,Camry,9.581903928408666
BMW,crossover,128747.2,3.0,Petrol,yes,2012,X6,10.621327345686446
Volkswagen,sedan,117481.81999999999,1.6,Gas,yes,2011,Polo,9.392661928770137
Mercedes-Benz,sedan,370148.19999999995,2.7,Diesel,no,2005,E-Class,8.630521876723241
Mercedes-Benz,other,354054.8,3.2,Petrol,no,2004,CLK 320,8.556413904569519
Mitsubishi,sedan,77248.32,1.5,Petrol,yes,2008,Lancer X,9.126958763037132
Toyota,other,173808.72,4.0,Petrol,yes,2008,Land Cruiser Prado,10.165813354725493
BMW,sedan,387850.94,2.8,Gas,yes,1995,328,8.748304912379623
Mercedes-Benz,sedan,40233.5,3.0,Diesel,yes,2015,S 350,11.665646551987892
BMW,sedan,347617.44,2.0,Diesel,yes,2008,320,9.648595302907339
Toyota,crossover,270369.12,4.0,Gas,yes,2004,Land Cruiser Prado,9.769956159911606
Volkswagen,sedan,292899.88,1.6,Petrol,yes,2006,Jetta,9.21024036697585
BMW,crossover,262322.42000000004,5.0,Petrol,yes,2011,X5 M,10.451608961045816
Renault,hatch,257494.4,2.0,Petrol,yes,1987,25,7.078004254541822
Mercedes-Benz,sedan,357273.48,5.5,Petrol,yes,2006,S 500,9.9281801651265
Renault,van,222088.92,2.0,Diesel,yes,2012,Trafic,9.296518068217235
Volkswagen,hatch,370148.19999999995,1.6,Petrol,yes,2004,Golf V,8.961879012677683
Audi,vagon,373366.88,2.5,Diesel,no,2003,A6,8.268731832117737
Toyota,crossover,193120.8,2.0,Petrol,yes,2008,Rav 4,9.648595302907339
Audi,crossover,202776.84,3.0,Diesel,yes,2013,Q7,10.778956289890028
Mercedes-Benz,van,310602.62,2.2,Other,yes,2011,Vito,9.457200449907708
Toyota,crossover,463489.92,4.7,Gas,yes,2000,Land Cruiser 100,9.60911649193355
Mercedes-Benz,hatch,370148.19999999995,1.7,Other,no,2001,A 170,7.595889917718538
Mitsubishi,sedan,238182.32,2.0,Gas,yes,2008,Lancer X,9.190137664658664
BMW,sedan,740296.3999999999,2.4,Diesel,yes,1988,324,7.696212639346407
Mercedes-Benz,sedan,466708.6,2.7,Diesel,yes,1999,E-Class,9.071078304642676
Renault,van,315430.63999999996,1.9,Diesel,yes,2001,Kangoo,8.146129510025405
Mercedes-Benz,van,379804.24,2.2,Diesel,yes,2012,Sprinter 313,9.998797732340453
Mercedes-Benz,other,506942.1,2.0,Petrol,yes,1996,E-Class,8.779557455883728
Mitsubishi,crossover,178636.74,3.0,Gas,yes,2008,Outlander XL,9.47262771040802
Volkswagen,sedan,3218.68,1.6,Diesel,yes,2016,Jetta,9.975808214115753
BMW,vagon,408772.36,2.8,Gas,no,1997,528,7.919356190660617
Mitsubishi,crossover,201167.5,3.0,Gas,yes,2008,Pajero Wagon,10.043249494911286
BMW,sedan,592237.12,3.0,Diesel,yes,2000,730,9.011889433252344
BMW,crossover,144840.6,3.0,Petrol,yes,2008,X6,10.401227936753463
Toyota,sedan,117481.81999999999,3.5,Petrol,yes,2010,Camry,9.998797732340453
Mitsubishi,other,466708.6,2.0,Petrol,yes,1990,Galant,7.937374696163295
Mercedes-Benz,van,209214.2,2.2,Diesel,yes,2012,Vito,9.47262771040802
Toyota,sedan,35405.479999999996,2.5,Petrol,yes,2015,Camry,10.373491181781864
Toyota,crossover,0.0,4.5,Petrol,yes,2016,Land Cruiser 200,11.512915464920228
Renault,van,498895.4,2.5,Diesel,yes,2005,Master,8.846496938558838
Renault,hatch,238182.32,1.5,Diesel,yes,2012,Megane,9.259130536145614
BMW,vagon,514988.8,2.8,Gas,yes,1997,528,8.839131752546109
Mercedes-Benz,sedan,724203.0,4.2,Gas,yes,1997,S 420,8.732304571033183
Toyota,other,96560.4,4.5,Diesel,yes,2013,Land Cruiser 200,11.082142548877775
Mercedes-Benz,other,437740.48,2.2,Diesel,yes,2005,Sprinter 313,9.539644119118783
Renault,van,349226.78,2.0,Gas,yes,2003,Scenic,8.66561319653451
BMW,other,257494.4,3.0,Petrol,yes,2011,528,10.264652401747712
BMW,crossover,418428.4,4.4,Petrol,yes,2003,X5,9.723163998404846
Volkswagen,sedan,349226.78,3.0,Diesel,yes,2006,Phaeton,9.825526011066415
Renault,other,365320.18,1.4,Gas,yes,2005,Kangoo,8.293799608846818
Renault,van,321868.0,1.9,Diesel,yes,2005,Trafic,9.082507000466299
Mercedes-Benz,van,329914.69999999995,2.2,Diesel,yes,2012,Sprinter 313,9.581903928408666
